Course Subject,Course Number,Course Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Semester
MATH,285,Intro Differential Equations,3,12,7,9,9,2,4,10,1,0,4,0,3,S-15
MATH,285,Intro Differential Equations,0,6,2,4,17,2,3,7,4,0,3,0,1,S-15
MATH,285,Intro Differential Equations,4,9,4,2,10,3,1,4,1,2,2,0,5,S-15
MATH,285,Intro Differential Equations,1,7,1,3,9,3,1,4,3,2,4,1,7,S-15
MATH,285,Intro Differential Equations,8,11,5,10,5,9,5,3,4,1,3,1,7,S-15
MATH,285,Intro Differential Equations,4,69,0,31,41,13,16,11,4,6,3,2,7,F-16
MATH,285,Intro Differential Equations,2,90,0,42,40,21,16,9,8,10,6,1,11,F-16
MATH,285,Intro Differential Equations,2,67,0,24,28,9,7,10,7,7,4,0,5,F-16
MATH,286,Intro to Differential Eq Plus,8,9,8,7,9,4,1,4,3,3,2,3,9,F-15
MATH,286,Intro to Differential Eq Plus,7,2,7,8,11,2,4,5,6,2,3,4,10,F-15
MATH,286,Intro to Differential Eq Plus,2,11,9,11,8,4,1,3,0,1,5,2,3,F-15
MATH,286,Intro to Differential Eq Plus,4,13,7,2,6,4,3,2,3,2,1,1,9,F-15
MATH,286,Intro to Differential Eq Plus,12,10,15,13,6,4,6,4,8,2,2,3,5,S-16
MATH,286,Intro to Differential Eq Plus,9,11,5,2,11,6,1,3,5,1,1,5,6,S-16
MATH,286,Intro to Differential Eq Plus,10,10,8,6,7,6,5,4,6,2,3,8,4,S-16
MATH,286,Intro to Differential Eq Plus,9,6,14,11,7,3,10,9,4,3,1,6,2,S-16
MATH,286,Intro to Differential Eq Plus,3,18,4,2,15,3,3,9,4,0,7,0,6,S-15
MATH,286,Intro to Differential Eq Plus,5,18,4,10,8,6,7,5,3,2,1,11,0,S-15
MATH,286,Intro to Differential Eq Plus,14,13,7,4,11,2,6,7,1,3,0,0,7,S-15
MATH,286,Intro to Differential Eq Plus,12,28,6,6,9,5,8,3,2,0,0,1,0,S-15
MATH,286,Intro to Differential Eq Plus,11,33,30,23,22,18,14,8,9,9,6,7,15,F-16
MATH,286,Intro to Differential Eq Plus,8,9,8,8,11,9,5,2,5,3,1,3,1,F-16
MATH,299,Topics in Mathematics,10,39,31,38,31,33,26,19,9,5,0,1,1,F-15
MATH,299,Topics in Mathematics,8,39,47,43,27,33,42,25,17,4,3,3,1,F-15
MATH,299,Topics in Mathematics,8,24,18,24,35,17,21,12,10,5,5,0,1,F-16
MATH,299,Topics in Mathematics,11,44,33,57,53,27,14,11,6,6,6,0,7,F-16
MATH,347,Fundamental Mathematics,3,1,4,3,2,4,1,1,2,0,1,0,1,F-15
MATH,347,Fundamental Mathematics,4,4,0,3,4,1,3,0,2,0,0,0,0,F-15
MATH,347,Fundamental Mathematics,1,4,0,3,4,3,4,3,0,0,0,0,1,F-15
MATH,347,Fundamental Mathematics,2,6,2,0,6,4,4,0,0,0,0,0,0,F-15
MATH,347,Fundamental Mathematics,0,4,4,1,5,2,5,1,0,0,0,0,3,F-15
MATH,347,Fundamental Mathematics,2,6,1,4,2,4,1,1,1,0,1,0,1,F-15
MATH,347,Fundamental Mathematics,1,9,1,1,5,0,3,2,1,0,0,0,1,S-16
MATH,347,Fundamental Mathematics,2,10,4,4,7,1,2,1,0,0,1,0,0,S-16
MATH,347,Fundamental Mathematics,3,4,2,10,2,2,3,3,1,0,0,0,1,S-16
MATH,347,Fundamental Mathematics,2,8,4,10,4,3,2,0,1,0,0,0,0,S-16
MATH,347,Fundamental Mathematics,0,3,1,2,6,1,2,2,2,0,1,1,0,S-16
MATH,347,Fundamental Mathematics,2,7,6,5,6,2,1,0,2,0,0,0,1,S-16
MATH,347,Fundamental Mathematics,2,13,1,5,3,1,0,0,0,0,0,0,0,S-16
MATH,347,Fundamental Mathematics,2,6,2,7,1,2,4,3,0,0,1,0,0,S-15
MATH,347,Fundamental Mathematics,6,5,3,1,3,2,1,1,1,0,0,0,0,S-15
MATH,347,Fundamental Mathematics,3,5,1,5,2,2,6,1,0,0,0,0,2,S-15
MATH,347,Fundamental Mathematics,2,3,5,0,1,3,2,1,1,1,2,1,1,S-15
MATH,347,Fundamental Mathematics,1,0,3,3,0,5,3,0,3,0,2,0,2,S-15
MATH,347,Fundamental Mathematics,2,5,4,3,3,4,1,2,0,1,0,0,1,F-16
MATH,347,Fundamental Mathematics,1,1,3,0,3,6,3,2,1,0,0,1,1,F-16
MATH,347,Fundamental Mathematics,3,3,7,4,4,2,2,1,0,1,0,0,0,F-16
MATH,347,Fundamental Mathematics,1,4,4,2,4,1,2,2,1,0,2,0,1,F-16
MATH,347,Fundamental Mathematics,1,6,4,8,1,2,2,1,0,1,0,0,0,F-16
MATH,347,Fundamental Mathematics,2,2,1,5,3,1,1,3,2,2,0,1,2,F-16
MATH,402,Non Euclidean Geometry,0,7,1,3,6,2,0,3,0,0,0,0,0,F-15
MATH,402,Non Euclidean Geometry,0,7,2,0,11,3,1,5,0,0,0,0,0,S-16
MATH,402,Non Euclidean Geometry,0,6,3,4,4,2,1,2,0,0,2,0,2,S-16
MATH,403,Euclidean Geometry,0,3,7,5,3,3,3,3,0,0,1,0,1,F-15
MATH,403,Euclidean Geometry,0,7,3,4,4,3,4,2,0,0,2,0,3,S-16
MATH,403,Euclidean Geometry,2,4,3,6,5,3,5,2,0,0,0,0,0,S-15
MATH,403,Euclidean Geometry,4,6,4,2,1,0,0,2,1,0,0,0,1,F-16
MATH,405,Teacher's Course,5,14,0,0,3,0,0,0,0,0,0,0,0,S-15
MATH,410,Lin Algebra & Financial Apps,6,29,0,6,10,4,3,1,2,1,0,2,3,F-15
MATH,410,Lin Algebra & Financial Apps,7,14,16,8,5,4,1,2,2,0,1,0,0,S-16
MATH,410,Lin Algebra & Financial Apps,6,13,10,10,8,6,4,3,3,0,2,0,0,S-15
MATH,410,Lin Algebra & Financial Apps,4,9,5,6,0,3,3,3,2,2,2,2,2,F-16
MATH,412,Graph Theory,5,5,5,5,5,1,3,2,1,0,0,0,0,F-15
MATH,412,Graph Theory,6,6,2,9,0,1,2,2,0,1,0,0,1,S-16
MATH,412,Graph Theory,0,8,2,5,4,5,1,3,0,1,1,0,0,S-16
MATH,412,Graph Theory,4,6,4,2,3,3,3,3,1,1,1,1,0,S-15
MATH,412,Graph Theory,0,5,1,4,5,3,3,3,10,3,1,0,3,F-16
MATH,413,Intro to Combinatorics,4,3,7,2,2,3,1,5,1,0,0,0,3,F-15
MATH,413,Intro to Combinatorics,6,5,1,0,3,0,7,3,1,0,1,2,2,F-15
MATH,413,Intro to Combinatorics,4,7,2,3,8,1,1,2,0,0,1,1,1,S-16
MATH,413,Intro to Combinatorics,3,22,1,2,0,3,1,1,0,0,1,0,1,S-15
MATH,413,Intro to Combinatorics,12,12,4,4,3,6,5,5,3,1,0,3,2,F-16
MATH,413,Intro to Combinatorics,11,5,7,2,3,2,5,1,3,0,0,2,1,F-16
MATH,414,Mathematical Logic,2,2,2,2,2,4,2,2,1,1,3,2,1,S-16
MATH,415,Applied Linear Algebra,18,28,28,24,21,24,18,11,9,5,5,4,1,F-15
MATH,415,Applied Linear Algebra,11,27,26,37,22,10,21,19,7,4,3,4,0,F-15
MATH,415,Applied Linear Algebra,12,18,31,39,32,22,21,6,10,5,5,0,1,F-15
MATH,415,Applied Linear Algebra,17,19,26,32,23,15,22,11,13,6,5,9,1,F-15
MATH,415,Applied Linear Algebra,11,21,28,23,26,17,19,18,14,6,4,1,5,S-16
MATH,415,Applied Linear Algebra,1,14,30,31,28,26,24,14,10,5,5,3,7,S-16
MATH,415,Applied Linear Algebra,9,23,31,32,12,25,19,14,12,9,1,1,5,S-16
MATH,415,Applied Linear Algebra,7,34,33,20,23,14,14,18,7,6,6,1,6,S-16
MATH,415,Applied Linear Algebra,18,25,34,32,21,22,16,12,4,5,2,1,1,S-15
MATH,415,Applied Linear Algebra,28,24,26,42,23,20,18,6,0,4,1,0,3,S-15
MATH,415,Applied Linear Algebra,35,23,32,39,20,15,15,5,2,6,1,3,0,S-15
MATH,415,Applied Linear Algebra,19,31,24,27,23,20,25,7,5,6,3,3,4,S-15
MATH,415,Applied Linear Algebra,8,45,38,14,32,14,16,15,6,8,6,0,3,F-16
MATH,415,Applied Linear Algebra,8,37,21,20,41,21,18,11,4,5,6,0,3,F-16
MATH,415,Applied Linear Algebra,12,43,27,29,30,15,13,17,6,8,10,0,2,F-16
MATH,415,Applied Linear Algebra,12,37,25,27,27,21,17,16,10,3,7,0,5,F-16
MATH,416,Abstract Linear Algebra,3,4,3,6,3,1,3,1,1,1,0,0,0,F-15
MATH,416,Abstract Linear Algebra,2,7,1,1,3,1,0,4,2,3,0,0,0,F-15
MATH,416,Abstract Linear Algebra,0,9,0,2,3,0,2,0,0,1,0,0,5,F-15
MATH,416,Abstract Linear Algebra,3,2,6,1,3,3,1,1,1,0,1,0,3,S-16
MATH,416,Abstract Linear Algebra,3,3,5,1,2,2,2,4,1,0,3,0,1,S-16
MATH,416,Abstract Linear Algebra,3,5,4,7,4,2,1,1,1,1,1,0,0,S-16
MATH,416,Abstract Linear Algebra,1,4,2,1,6,4,0,5,2,0,2,0,0,S-16
MATH,416,Abstract Linear Algebra,3,3,4,1,2,2,1,2,1,0,1,0,2,S-15
MATH,416,Abstract Linear Algebra,11,4,3,0,2,4,1,1,2,0,0,0,1,S-15
MATH,416,Abstract Linear Algebra,10,9,1,1,6,1,1,0,2,0,0,0,1,S-15
MATH,416,Abstract Linear Algebra,1,5,1,3,3,2,0,7,0,0,1,0,1,S-15
MATH,416,Abstract Linear Algebra,3,7,2,0,3,3,1,2,1,0,3,0,1,F-16
MATH,416,Abstract Linear Algebra,6,5,2,1,2,2,1,2,2,2,1,2,3,F-16
MATH,416,Abstract Linear Algebra,4,3,2,1,6,0,0,5,0,0,4,0,1,F-16
MATH,416,Abstract Linear Algebra,4,3,3,3,1,3,1,3,3,0,1,1,1,F-16
MATH,417,Intro to Abstract Algebra,4,3,3,1,4,2,2,5,0,0,3,0,1,F-15
MATH,417,Intro to Abstract Algebra,3,2,2,3,3,2,3,3,0,0,0,0,0,F-15
MATH,417,Intro to Abstract Algebra,0,3,3,2,2,3,7,2,1,2,0,0,0,S-16
MATH,417,Intro to Abstract Algebra,1,3,2,2,6,4,4,5,0,2,1,0,1,S-16
MATH,417,Intro to Abstract Algebra,2,2,0,3,4,1,6,6,2,0,0,0,1,S-16
MATH,417,Intro to Abstract Algebra,5,5,8,3,5,2,1,2,0,1,2,0,0,S-15
MATH,417,Intro to Abstract Algebra,3,0,3,3,1,3,4,4,2,0,2,1,0,S-15
MATH,417,Intro to Abstract Algebra,2,6,2,2,7,4,0,5,2,0,0,0,0,S-15
MATH,417,Intro to Abstract Algebra,0,6,1,3,2,2,0,9,1,0,1,0,0,F-16
MATH,417,Intro to Abstract Algebra,7,4,4,5,1,1,0,3,1,0,0,0,1,F-16
MATH,417,Intro to Abstract Algebra,5,5,2,2,2,3,2,2,1,0,1,1,0,F-16
MATH,417,Intro to Abstract Algebra,1,7,3,2,1,0,1,1,1,0,3,0,3,F-16
MATH,423,Differential Geometry,7,5,2,5,3,1,1,1,0,0,0,0,0,F-15
MATH,424,Honors Real Analysis,7,13,4,5,3,0,1,0,0,0,0,0,0,F-16
MATH,427,Honors Abstract Algebra,5,6,4,2,1,1,1,1,1,0,1,0,0,F-15
MATH,427,Honors Abstract Algebra,3,7,3,0,1,3,1,3,0,0,0,1,0,F-16
MATH,432,Set Theory and Topology,1,2,5,1,2,2,3,3,2,0,1,2,0,S-16
MATH,441,Differential Equations,1,3,4,2,4,2,2,3,3,1,3,1,3,F-15
MATH,441,Differential Equations,1,5,4,2,3,4,3,1,1,2,2,0,2,F-15
MATH,441,Differential Equations,7,5,3,0,5,0,3,0,1,1,1,1,1,F-15
MATH,441,Differential Equations,6,5,0,1,3,2,3,0,3,0,0,0,4,F-15
MATH,441,Differential Equations,4,3,5,3,3,4,4,2,2,1,0,0,1,S-16
MATH,441,Differential Equations,2,1,4,3,2,0,1,4,1,4,1,3,3,S-16
MATH,441,Differential Equations,0,11,0,3,3,0,5,2,1,1,0,1,3,S-16
MATH,441,Differential Equations,0,8,1,3,4,0,2,1,3,1,0,2,7,S-16
MATH,441,Differential Equations,7,2,2,3,3,6,3,1,0,0,1,0,0,S-15
MATH,441,Differential Equations,4,4,4,2,5,0,4,0,2,0,1,0,4,S-15
MATH,441,Differential Equations,1,2,2,2,1,2,1,1,2,2,1,3,5,S-15
MATH,441,Differential Equations,4,6,2,2,2,1,1,1,2,2,0,1,2,S-15
MATH,441,Differential Equations,4,2,7,3,1,4,1,2,4,2,1,0,1,S-15
MATH,441,Differential Equations,5,7,8,2,8,3,6,4,2,0,5,0,4,F-16
MATH,442,Intro Partial Diff Equations,5,3,3,2,2,2,2,1,1,0,1,0,0,F-15
MATH,442,Intro Partial Diff Equations,2,5,8,4,3,5,0,1,0,0,1,0,1,F-15
MATH,442,Intro Partial Diff Equations,5,3,1,2,6,1,0,2,1,0,0,0,2,S-16
MATH,442,Intro Partial Diff Equations,10,3,0,1,1,1,1,2,0,0,2,0,0,S-16
MATH,442,Intro Partial Diff Equations,3,3,2,4,2,2,4,0,0,0,1,2,2,S-15
MATH,442,Intro Partial Diff Equations,5,6,2,5,5,0,1,0,1,1,0,0,4,S-15
MATH,442,Intro Partial Diff Equations,1,5,5,4,3,1,0,3,1,4,0,1,3,F-16
MATH,444,Elementary Real Analysis,1,12,0,0,3,0,0,7,0,0,2,0,0,F-15
MATH,444,Elementary Real Analysis,5,6,6,3,8,3,1,1,0,0,0,0,0,S-16
MATH,444,Elementary Real Analysis,0,3,2,2,8,3,5,0,2,2,1,0,1,S-16
MATH,444,Elementary Real Analysis,0,20,0,0,9,0,0,2,0,0,0,1,0,S-16
MATH,444,Elementary Real Analysis,1,22,0,0,8,0,0,4,0,0,0,0,0,S-16
MATH,444,Elementary Real Analysis,11,10,2,0,1,2,1,2,0,1,0,0,0,S-15
MATH,444,Elementary Real Analysis,3,11,2,5,3,1,2,0,0,0,1,0,0,S-15
MATH,444,Elementary Real Analysis,0,13,0,0,6,0,0,4,0,0,1,0,1,S-15
MATH,444,Elementary Real Analysis,8,4,4,3,0,2,1,1,1,2,0,0,0,F-16
MATH,444,Elementary Real Analysis,0,13,1,6,2,2,0,3,1,0,0,0,0,F-16
MATH,444,Elementary Real Analysis,0,20,0,0,5,0,0,0,0,0,0,1,0,F-16
MATH,446,Applied Complex Variables,3,2,4,3,1,0,2,1,2,0,2,1,2,F-15
MATH,446,Applied Complex Variables,0,4,3,6,3,1,2,1,2,0,0,0,0,F-15
MATH,446,Applied Complex Variables,2,6,3,2,2,6,1,1,0,2,1,0,2,S-16
MATH,446,Applied Complex Variables,7,3,3,3,1,1,2,1,1,1,0,2,1,S-16
MATH,446,Applied Complex Variables,1,5,5,0,3,3,2,0,0,1,4,0,0,S-15
MATH,446,Applied Complex Variables,0,7,2,6,6,2,2,5,2,0,2,0,0,F-16
MATH,447,Real Variables,0,9,0,6,4,0,4,2,0,0,1,0,1,F-15
MATH,447,Real Variables,0,9,3,5,7,0,0,8,0,0,1,0,0,S-16
MATH,447,Real Variables,2,5,6,3,2,4,1,2,0,0,1,0,1,F-16
MATH,447,Real Variables,1,5,2,4,8,0,0,1,0,0,1,0,1,F-16
MATH,448,Complex Variables,3,6,2,2,3,1,0,2,1,4,0,0,3,S-15
MATH,453,Elementary Theory of Numbers,9,14,5,2,2,0,0,0,1,0,0,0,0,F-15
MATH,453,Elementary Theory of Numbers,0,10,3,2,2,2,2,5,0,0,1,0,0,S-16
MATH,453,Elementary Theory of Numbers,5,3,1,6,3,0,0,5,0,2,0,0,3,S-16
MATH,453,Elementary Theory of Numbers,4,3,4,1,1,3,5,6,0,1,1,0,2,S-15
MATH,453,Elementary Theory of Numbers,2,5,5,1,1,2,1,2,1,0,2,0,0,S-15
MATH,453,Elementary Theory of Numbers,2,7,4,2,4,2,4,3,0,0,0,0,0,F-16
MATH,453,Elementary Theory of Numbers,3,10,4,2,6,0,2,1,0,0,0,0,0,F-16
MATH,461,Probability Theory,2,8,0,10,0,2,3,2,0,0,1,0,1,F-15
MATH,461,Probability Theory,1,6,2,2,5,0,2,2,1,0,0,0,0,F-15
MATH,461,Probability Theory,6,5,4,2,6,0,0,2,1,1,2,0,2,F-15
MATH,461,Probability Theory,5,3,1,3,4,1,1,0,0,1,2,1,4,F-15
MATH,461,Probability Theory,3,3,2,2,3,2,1,2,1,0,3,0,3,F-15
MATH,461,Probability Theory,1,3,1,2,4,7,3,3,1,1,2,1,0,S-16
MATH,461,Probability Theory,5,6,1,2,7,0,0,4,1,2,0,0,1,S-16
MATH,461,Probability Theory,1,5,4,2,3,1,2,2,3,2,4,0,0,S-16
MATH,461,Probability Theory,3,4,3,2,4,4,1,7,0,0,1,0,1,S-16
MATH,461,Probability Theory,1,8,2,1,3,5,0,5,1,0,1,0,2,S-16
MATH,461,Probability Theory,1,5,2,1,5,5,2,0,2,0,1,0,0,S-15
MATH,461,Probability Theory,2,3,2,1,3,2,1,3,7,0,2,0,4,S-15
MATH,461,Probability Theory,3,1,7,4,3,5,2,1,2,0,0,0,2,S-15
MATH,461,Probability Theory,2,2,5,6,3,3,6,0,2,0,1,0,1,S-15
MATH,461,Probability Theory,1,1,5,0,3,0,1,6,0,1,3,0,4,S-15
MATH,461,Probability Theory,4,7,4,4,6,2,4,0,3,1,0,2,0,F-16
MATH,461,Probability Theory,8,2,2,3,7,5,1,4,0,1,0,1,1,F-16
MATH,461,Probability Theory,5,4,3,2,8,1,3,5,0,2,1,0,2,F-16
MATH,471,Actuarial Theory I,9,8,18,7,8,8,5,7,5,0,6,0,3,F-15
MATH,471,Actuarial Theory I,6,6,6,7,5,6,3,1,2,0,2,0,1,F-15
MATH,471,Actuarial Theory I,6,11,5,4,6,8,5,2,2,2,3,1,2,F-16
MATH,471,Actuarial Theory I,9,4,12,8,6,3,2,2,3,1,1,2,1,F-16
MATH,472,Actuarial Theory II,6,8,14,4,10,17,7,4,8,3,1,8,2,S-16
MATH,472,Actuarial Theory II,1,14,12,9,32,5,3,19,9,2,7,0,0,S-15
MATH,476,Actuarial Risk Theory,4,46,8,9,30,8,6,9,5,2,1,1,0,F-15
MATH,476,Actuarial Risk Theory,1,6,8,7,13,6,2,1,3,0,1,0,0,F-16
MATH,476,Actuarial Risk Theory,3,8,7,9,5,8,2,4,5,1,2,0,2,F-16
MATH,478,Actuarial Modeling,21,12,8,16,5,15,11,4,5,6,4,4,4,S-16
MATH,478,Actuarial Modeling,1,28,6,9,26,6,0,14,1,6,1,0,0,S-15
MATH,481,Vector and Tensor Analysis,5,4,1,5,2,3,0,3,0,0,0,0,0,S-16
MATH,481,Vector and Tensor Analysis,4,4,1,1,2,1,1,3,1,0,1,3,2,S-15
MATH,482,Linear Programming,6,9,4,1,4,6,0,0,0,0,0,0,1,F-15
MATH,482,Linear Programming,7,13,3,3,1,2,0,0,1,0,0,1,1,S-16
MATH,482,Linear Programming,4,7,5,4,3,0,1,3,0,0,2,1,0,S-15
MATH,482,Linear Programming,5,9,6,1,1,0,0,1,1,1,1,0,0,F-16
MATH,482,Linear Programming,3,11,5,2,2,2,0,0,0,0,0,1,0,F-16
MATH,484,Nonlinear Programming,0,12,3,1,5,2,1,2,0,0,1,0,1,F-15
MATH,484,Nonlinear Programming,0,6,4,5,3,6,2,1,1,0,0,0,2,S-16
MATH,484,Nonlinear Programming,0,10,4,3,1,2,0,1,2,0,0,0,0,S-15
MATH,484,Nonlinear Programming,0,8,3,0,4,1,0,1,3,0,1,0,3,F-16
MATH,487,Advanced Engineering Math,2,5,3,0,5,2,3,0,1,0,0,0,0,S-16
MATH,489,Dynamics & Differential Eqns,11,7,2,2,1,0,0,1,1,0,0,1,0,S-15
MATH,489,Dynamics & Differential Eqns,0,4,8,4,0,1,1,1,1,0,0,0,2,F-16
MATH,500,Abstract Algebra I,6,10,7,4,2,1,0,0,0,0,0,0,0,F-15
MATH,500,Abstract Algebra I,4,5,6,6,2,0,0,1,0,0,1,0,0,F-16
MATH,540,Real Analysis,5,10,5,4,1,1,0,0,0,0,0,0,0,F-15
MATH,540,Real Analysis,13,4,2,2,0,0,0,0,0,0,0,0,0,S-16
MATH,540,Real Analysis,0,5,3,7,5,2,2,0,0,0,0,0,0,S-15
MATH,540,Real Analysis,3,3,7,4,3,1,0,0,0,0,0,0,0,F-16
MATH,541,Functional Analysis,0,17,5,0,1,0,0,0,0,0,0,0,0,S-16
MATH,561,Theory of Probability I,0,17,3,0,0,0,0,0,0,0,0,0,1,S-15
MATH,564,Applied Stochastic Processes,3,11,4,3,2,1,0,0,0,0,0,0,0,F-16
MATH,567,Topics in Actuarial Theory I,5,4,4,4,1,0,1,1,0,0,1,0,0,F-16
MATH,580,Combinatorial Mathematics,0,13,6,3,1,1,0,0,0,0,0,0,0,F-16
MBA,501,Accountancy I,2,14,5,11,7,0,0,0,0,0,0,0,0,F-15
MBA,501,Accountancy I,1,7,11,7,9,3,0,0,0,0,0,0,0,F-15
MBA,501,DataAnalysis for Bus Decisions,3,9,5,9,9,4,0,0,0,0,0,0,0,F-15
MBA,501,DataAnalysis for Bus Decisions,0,7,9,11,4,6,1,0,0,0,0,0,0,F-15
MBA,501,Managerial Economics,4,12,7,5,10,1,0,0,0,0,0,0,0,F-15
MBA,501,Managerial Economics,0,9,7,4,16,2,0,0,0,0,0,0,0,F-15
MBA,501,Leading People & Organizations,0,5,9,16,9,0,0,0,0,0,0,0,0,F-15
MBA,501,Leading People & Organizations,0,6,8,11,11,0,0,0,0,0,0,0,0,F-15
MBA,501,Marketing Management,2,22,12,2,1,0,0,0,0,0,0,0,0,F-15
MBA,501,Marketing Management,1,10,13,11,2,1,0,0,0,0,0,0,0,F-15
MBA,501,Accountancy I,2,12,9,12,10,2,0,0,0,0,0,0,0,F-16
MBA,501,DataAnalysis for Bus Decisions,2,6,16,10,11,2,0,0,0,0,0,0,0,F-16
MBA,501,Managerial Economics,0,22,20,4,1,0,0,0,0,0,0,0,0,F-16
MBA,501,Leading People & Organizations,0,7,13,11,8,4,1,2,0,0,0,0,0,F-16
MBA,501,Marketing Management,4,16,20,5,2,0,0,0,0,0,0,0,0,F-16
MBA,502,Accountancy II,2,13,14,8,1,0,0,0,0,0,0,0,0,F-15
MBA,502,Accountancy II,1,20,14,4,0,0,0,0,0,0,0,0,0,F-15
MBA,502,Professional Communication,1,6,3,8,13,6,0,1,0,0,0,0,0,F-15
MBA,502,Professional Communication,0,2,10,5,14,7,0,1,0,0,0,0,0,F-15
MBA,502,Marketing Management,0,14,20,4,0,0,0,0,0,0,0,0,0,F-15
MBA,502,Manufacturing&Service ProcMgmt,1,9,13,7,6,3,0,0,0,0,0,0,0,F-15
MBA,502,Manufacturing&Service ProcMgmt,0,8,11,9,8,3,0,0,0,0,0,0,0,F-15
MBA,502,Organization Theory & Design,0,10,11,8,8,0,1,0,0,0,0,0,0,F-15
MBA,502,Organization Theory & Design,0,17,12,3,7,0,0,0,0,0,0,0,0,F-15
MBA,502,Professional Communication,1,6,9,14,9,7,1,0,0,0,0,0,0,F-16
MBA,502,Marketing Management,4,21,17,5,0,0,0,0,0,0,0,0,0,F-16
MBA,502,Manufacturing&Service ProcMgmt,0,9,7,14,13,3,1,0,0,0,0,0,0,F-16
MBA,502,Organization Theory & Design,0,18,12,8,7,0,0,2,0,0,0,0,0,F-16
MBA,503,Finance I,12,8,6,3,8,1,0,1,0,0,0,0,0,S-16
MBA,503,Finance I,12,10,6,5,2,1,1,0,0,0,0,0,0,S-16
MBA,503,Ethical Leadership,2,13,11,7,6,0,0,0,0,0,0,0,0,S-16
MBA,503,Ethical Leadership,0,11,17,5,4,0,0,0,0,0,0,0,0,S-16
MBA,503,Strategy,0,30,2,6,1,0,0,0,0,0,0,0,0,S-16
MBA,503,Strategy,0,26,4,6,0,0,0,0,0,0,0,0,1,S-16
MBA,503,Finance I,3,22,3,4,6,2,0,0,0,0,0,0,0,S-15
MBA,503,Finance I,3,25,4,3,2,3,0,1,0,0,0,0,0,S-15
MBA,503,Ethical Leadership,5,7,9,7,10,2,0,0,0,0,0,0,0,S-15
MBA,503,Ethical Leadership,2,10,9,9,10,1,0,0,0,0,0,0,0,S-15
MBA,503,Global Strategy,12,11,10,4,2,1,0,0,0,0,0,0,0,S-15
MBA,503,Global Strategy,12,12,7,5,4,0,0,0,0,0,0,0,0,S-15
MBA,504,Finance II,5,12,10,3,5,2,1,1,0,0,0,0,0,S-16
MBA,504,Finance II,4,18,6,4,1,2,2,0,0,0,0,0,0,S-16
MBA,504,Global Strategy,9,19,8,2,1,0,0,0,0,0,0,0,0,S-16
MBA,504,Global Strategy,12,15,6,2,2,0,0,0,0,0,0,0,0,S-16
MBA,504,Finance II,5,26,2,3,2,1,0,0,0,0,0,0,0,S-15
MBA,504,Finance II,3,31,3,3,1,0,0,0,0,0,0,0,0,S-15
MBA,504,Strategy,0,21,15,3,0,0,0,0,0,0,0,0,0,S-15
MBA,504,Strategy,0,20,17,3,1,0,0,0,0,0,0,0,0,S-15
MBA,505,Genomics for Business,0,22,2,0,1,0,0,0,0,0,0,0,0,S-16
MBA,505,Creating the Global Economy,4,18,6,2,1,0,0,0,0,0,0,0,0,S-16
MBA,505,Negotiations,0,7,17,11,4,3,0,0,0,0,0,0,0,S-16
MBA,505,Negotiations,0,1,3,8,6,4,1,1,0,0,0,0,0,S-16
MBA,505,Operations Analysis,5,9,13,7,2,1,0,0,0,0,0,0,0,S-16
MBA,505,Project Management,3,16,7,6,5,1,0,1,0,0,0,0,0,S-16
MBA,505,Project Management,0,9,8,3,3,0,0,1,0,0,0,0,0,S-16
MBA,505,Strategic Innovation Mgmt,1,36,22,10,2,0,0,0,0,0,0,0,0,S-16
MBA,505,Strategic Thinking,0,5,15,12,12,0,0,0,0,0,0,0,0,S-16
MBA,505,Negotiations,0,2,5,16,9,6,0,0,0,0,0,0,0,S-15
MBA,505,Negotiations,0,0,6,13,7,6,0,0,0,0,0,0,0,S-15
MBA,505,Operations Analysis,0,13,11,8,7,0,0,0,0,0,0,0,0,S-15
MBA,505,Project Management,0,17,7,4,10,0,0,0,0,0,0,0,0,S-15
MBA,505,Project Management,0,13,12,8,7,0,0,0,0,0,0,0,0,S-15
MBA,505,Quantitative Methods in Fin,0,6,8,9,14,1,0,0,0,0,0,0,0,S-15
MBA,505,Strategic Innovation Mgmt,4,36,23,8,0,0,0,0,0,0,0,0,0,S-15
MBA,505,Strategic Thinking,0,2,12,10,8,4,1,0,0,0,0,0,0,S-15
MBA,505,Strategic Thinking,0,3,13,13,5,1,1,0,0,0,0,0,0,S-15
MCB,100,Introductory Microbiology,28,31,28,29,27,21,24,13,10,3,5,9,10,F-15
MCB,100,Introductory Microbiology,37,24,27,28,28,22,18,24,11,7,6,6,7,S-16
MCB,100,Introductory Microbiology,27,31,17,30,25,26,20,16,11,6,4,7,9,S-15
MCB,100,Introductory Microbiology,32,29,17,32,27,28,17,16,17,8,5,6,9,F-16
MCB,101,Intro Microbiology Laboratory,18,39,21,26,19,9,9,5,0,1,1,3,0,F-15
MCB,101,Intro Microbiology Laboratory,8,9,4,2,1,0,0,0,0,0,0,0,0,S-16
MCB,101,Intro Microbiology Laboratory,3,5,7,3,3,0,0,1,0,0,1,0,0,S-16
MCB,101,Intro Microbiology Laboratory,1,9,4,3,1,2,0,1,1,0,0,0,0,S-16
MCB,101,Intro Microbiology Laboratory,7,4,8,2,1,0,1,0,1,0,0,0,0,S-16
MCB,101,Intro Microbiology Laboratory,3,5,4,3,2,4,0,2,1,0,0,0,0,S-16
